filename,speaker,noun,noise,duration (milliseconds),overlay_position
fa2-01_1-104089-A-22_подбородок_clapping_b.wav,fa2,подбородок,clapping,590,185
fa2-01_1-104089-B-22_подбородок_clapping_a.wav,fa2,подбородок,clapping,590,84
fa2-01_1-104089-B-22_подбородок_clapping_b.wav,fa2,подбородок,clapping,590,351
fa2-01_1-105224-A-22_подбородок_clapping_a.wav,fa2,подбородок,clapping,590,223
fa2-01_1-105224-A-22_подбородок_clapping_b.wav,fa2,подбородок,clapping,590,150
fa2-01_1-110389-A-0_подбородок_dog_a.wav,fa2,подбородок,dog,590,354
fa2-01_1-110389-A-0_подбородок_dog_b.wav,fa2,подбородок,dog,590,254
fa2-01_1-110537-A-22_подбородок_clapping_a.wav,fa2,подбородок,clapping,590,72
fa2-01_1-110537-A-22_подбородок_clapping_b.wav,fa2,подбородок,clapping,590,187
fa2-01_1-115521-A-19_подбородок_thunderstorm_a.wav,fa2,подбородок,thunderstorm,590,21
fa2-01_1-115521-A-19_подбородок_thunderstorm_b.wav,fa2,подбородок,thunderstorm,590,51
fa2-01_1-115545-A-48_подбородок_fireworks_a.wav,fa2,подбородок,fireworks,590,270
fa2-01_1-115545-A-48_подбородок_fireworks_b.wav,fa2,подбородок,fireworks,590,293
fa2-01_1-115545-B-48_подбородок_fireworks_a.wav,fa2,подбородок,fireworks,590,120
fa2-01_1-115545-B-48_подбородок_fireworks_b.wav,fa2,подбородок,fireworks,590,211
fa2-01_1-115545-C-48_подбородок_fireworks_a.wav,fa2,подбородок,fireworks,590,318
fa2-01_1-115545-C-48_подбородок_fireworks_b.wav,fa2,подбородок,fireworks,590,294
fa2-01_1-115546-A-48_подбородок_fireworks_a.wav,fa2,подбородок,fireworks,590,315
fa2-01_1-115546-A-48_подбородок_fireworks_b.wav,fa2,подбородок,fireworks,590,211
fa2-01_1-115920-A-22_подбородок_clapping_a.wav,fa2,подбородок,clapping,590,56
fa2-01_1-115920-A-22_подбородок_clapping_b.wav,fa2,подбородок,clapping,590,323
fa2-01_1-115920-B-22_подбородок_clapping_a.wav,fa2,подбородок,clapping,590,349
fa2-01_1-115920-B-22_подбородок_clapping_b.wav,fa2,подбородок,clapping,590,22
fa2-01_1-115921-A-22_подбородок_clapping_a.wav,fa2,подбородок,clapping,590,314
fa2-01_1-115921-A-22_подбородок_clapping_b.wav,fa2,подбородок,clapping,590,135
fa2-01_1-116765-A-41_подбородок_chainsaw_a.wav,fa2,подбородок,chainsaw,590,99
fa2-01_1-116765-A-41_подбородок_chainsaw_b.wav,fa2,подбородок,chainsaw,590,29
fa2-01_1-11687-A-47_подбородок_airplane_a.wav,fa2,подбородок,airplane,590,220
fa2-01_1-11687-A-47_подбородок_airplane_b.wav,fa2,подбородок,airplane,590,250
fa2-01_1-118206-A-31_подбородок_mouse-click_a.wav,fa2,подбородок,mouse-click,590,62
fa2-01_1-118206-A-31_подбородок_mouse-click_b.wav,fa2,подбородок,mouse-click,590,279
fa2-01_1-118559-A-17_подбородок_pouring-water_a.wav,fa2,подбородок,pouring-water,590,253
fa2-01_1-118559-A-17_подбородок_pouring-water_b.wav,fa2,подбородок,pouring-water,590,126
fa2-01_1-119125-A-45_подбородок_train_a.wav,fa2,подбородок,train,590,198
fa2-01_1-119125-A-45_подбородок_train_b.wav,fa2,подбородок,train,590,283
fa2-01_1-121951-A-8_подбородок_sheep_a.wav,fa2,подбородок,sheep,590,79
fa2-01_1-121951-A-8_подбородок_sheep_b.wav,fa2,подбородок,sheep,590,324
fa2-01_1-12653-A-15_подбородок_water-drops_a.wav,fa2,подбородок,water-drops,590,61
fa2-01_1-12653-A-15_подбородок_water-drops_b.wav,fa2,подбородок,water-drops,590,242
fa2-01_1-12654-A-15_подбородок_water-drops_a.wav,fa2,подбородок,water-drops,590,101
fa2-01_1-12654-A-15_подбородок_water-drops_b.wav,fa2,подбородок,water-drops,590,1
fa2-01_1-12654-B-15_подбородок_water-drops_a.wav,fa2,подбородок,water-drops,590,198
fa2-01_1-12654-B-15_подбородок_water-drops_b.wav,fa2,подбородок,water-drops,590,108
fa2-01_1-13571-A-46_подбородок_church-bells_a.wav,fa2,подбородок,church-bells,590,326
fa2-01_1-13571-A-46_подбородок_church-bells_b.wav,fa2,подбородок,church-bells,590,278
fa2-01_1-13572-A-46_подбородок_church-bells_a.wav,fa2,подбородок,church-bells,590,230
fa2-01_1-13572-A-46_подбородок_church-bells_b.wav,fa2,подбородок,church-bells,590,169
fa2-01_1-13613-A-37_подбородок_clock-alarm_a.wav,fa2,подбородок,clock-alarm,590,271
fa2-01_1-13613-A-37_подбородок_clock-alarm_b.wav,fa2,подбородок,clock-alarm,590,349
fa2-01_1-137-A-32_подбородок_keyboard-typing_a.wav,fa2,подбородок,keyboard-typing,590,246
fa2-01_1-137-A-32_подбородок_keyboard-typing_b.wav,fa2,подбородок,keyboard-typing,590,208
fa2-01_1-137296-A-16_подбородок_wind_a.wav,fa2,подбородок,wind,590,185
fa2-01_1-137296-A-16_подбородок_wind_b.wav,fa2,подбородок,wind,590,145
fa2-01_1-14262-A-37_подбородок_clock-alarm_a.wav,fa2,подбородок,clock-alarm,590,58
fa2-01_1-14262-A-37_подбородок_clock-alarm_b.wav,fa2,подбородок,clock-alarm,590,259
fa2-01_1-155858-A-25_подбородок_footsteps_a.wav,fa2,подбородок,footsteps,590,181
fa2-01_1-155858-A-25_подбородок_footsteps_b.wav,fa2,подбородок,footsteps,590,251
fa2-01_1-155858-B-25_подбородок_footsteps_a.wav,fa2,подбородок,footsteps,590,320
fa2-01_1-155858-B-25_подбородок_footsteps_b.wav,fa2,подбородок,footsteps,590,109
fa2-01_1-155858-C-25_подбородок_footsteps_a.wav,fa2,подбородок,footsteps,590,304
fa2-01_1-155858-C-25_подбородок_footsteps_b.wav,fa2,подбородок,footsteps,590,189
fa2-01_1-155858-D-25_подбородок_footsteps_a.wav,fa2,подбородок,footsteps,590,64
fa2-01_1-155858-D-25_подбородок_footsteps_b.wav,fa2,подбородок,footsteps,590,106
fa2-01_1-155858-E-25_подбородок_footsteps_a.wav,fa2,подбородок,footsteps,590,125
fa2-01_1-155858-E-25_подбородок_footsteps_b.wav,fa2,подбородок,footsteps,590,244
fa2-01_1-155858-F-25_подбородок_footsteps_a.wav,fa2,подбородок,footsteps,590,186
fa2-01_1-155858-F-25_подбородок_footsteps_b.wav,fa2,подбородок,footsteps,590,262
fa2-01_1-15689-A-4_подбородок_frog_a.wav,fa2,подбородок,frog,590,306
fa2-01_1-15689-A-4_подбородок_frog_b.wav,fa2,подбородок,frog,590,336
fa2-01_1-15689-B-4_подбородок_frog_a.wav,fa2,подбородок,frog,590,186
fa2-01_1-15689-B-4_подбородок_frog_b.wav,fa2,подбородок,frog,590,334
fa2-01_1-160563-A-48_подбородок_fireworks_a.wav,fa2,подбородок,fireworks,590,78
fa2-01_1-160563-A-48_подбородок_fireworks_b.wav,fa2,подбородок,fireworks,590,134
fa2-01_1-160563-B-48_подбородок_fireworks_a.wav,fa2,подбородок,fireworks,590,53
fa2-01_1-160563-B-48_подбородок_fireworks_b.wav,fa2,подбородок,fireworks,590,155
fa2-01_1-16568-A-3_подбородок_cow_a.wav,fa2,подбородок,cow,590,120
fa2-01_1-16568-A-3_подбородок_cow_b.wav,fa2,подбородок,cow,590,55
fa2-01_1-16746-A-15_подбородок_water-drops_a.wav,fa2,подбородок,water-drops,590,118
fa2-01_1-16746-A-15_подбородок_water-drops_b.wav,fa2,подбородок,water-drops,590,258
fa2-01_1-17092-A-27_подбородок_brushing-teeth_a.wav,fa2,подбородок,brushing-teeth,590,123
fa2-01_1-17092-A-27_подбородок_brushing-teeth_b.wav,fa2,подбородок,brushing-teeth,590,18
fa2-01_1-17092-B-27_подбородок_brushing-teeth_a.wav,fa2,подбородок,brushing-teeth,590,166
fa2-01_1-17092-B-27_подбородок_brushing-teeth_b.wav,fa2,подбородок,brushing-teeth,590,25
fa2-01_1-17124-A-43_подбородок_car-horn_a.wav,fa2,подбородок,car-horn,590,223
fa2-01_1-17124-A-43_подбородок_car-horn_b.wav,fa2,подбородок,car-horn,590,7
fa2-01_1-17150-A-12_подбородок_crackling-fire_a.wav,fa2,подбородок,crackling-fire,590,170
fa2-01_1-17150-A-12_подбородок_crackling-fire_b.wav,fa2,подбородок,crackling-fire,590,56
fa2-01_1-172649-A-40_подбородок_helicopter_a.wav,fa2,подбородок,helicopter,590,346
fa2-01_1-172649-A-40_подбородок_helicopter_b.wav,fa2,подбородок,helicopter,590,98
fa2-01_1-172649-B-40_подбородок_helicopter_a.wav,fa2,подбородок,helicopter,590,251
fa2-01_1-172649-B-40_подбородок_helicopter_b.wav,fa2,подбородок,helicopter,590,144
fa2-01_1-172649-C-40_подбородок_helicopter_a.wav,fa2,подбородок,helicopter,590,85
fa2-01_1-172649-C-40_подбородок_helicopter_b.wav,fa2,подбородок,helicopter,590,340
fa2-01_1-172649-D-40_подбородок_helicopter_a.wav,fa2,подбородок,helicopter,590,70
fa2-01_1-172649-D-40_подбородок_helicopter_b.wav,fa2,подбородок,helicopter,590,253
fa2-01_1-172649-E-40_подбородок_helicopter_a.wav,fa2,подбородок,helicopter,590,338
fa2-01_1-172649-E-40_подбородок_helicopter_b.wav,fa2,подбородок,helicopter,590,180
fa2-01_1-172649-F-40_подбородок_helicopter_a.wav,fa2,подбородок,helicopter,590,134
fa2-01_1-172649-F-40_подбородок_helicopter_b.wav,fa2,подбородок,helicopter,590,20
fa2-01_1-17295-A-29_подбородок_drinking-sipping_a.wav,fa2,подбородок,drinking-sipping,590,236
fa2-01_1-17295-A-29_подбородок_drinking-sipping_b.wav,fa2,подбородок,drinking-sipping,590,263
fa2-01_1-17367-A-10_подбородок_rain_a.wav,fa2,подбородок,rain,590,206
fa2-01_1-17367-A-10_подбородок_rain_b.wav,fa2,подбородок,rain,590,110
fa2-01_1-17565-A-12_подбородок_crackling-fire_a.wav,fa2,подбородок,crackling-fire,590,36
fa2-01_1-17565-A-12_подбородок_crackling-fire_b.wav,fa2,подбородок,crackling-fire,590,324
fa2-01_1-17585-A-7_подбородок_insects_a.wav,fa2,подбородок,insects,590,305
fa2-01_1-17585-A-7_подбородок_insects_b.wav,fa2,подбородок,insects,590,168
fa2-01_1-17742-A-12_подбородок_crackling-fire_a.wav,fa2,подбородок,crackling-fire,590,193
fa2-01_1-17742-A-12_подбородок_crackling-fire_b.wav,fa2,подбородок,crackling-fire,590,239
fa2-01_1-17808-A-12_подбородок_crackling-fire_a.wav,fa2,подбородок,crackling-fire,590,241
fa2-01_1-17808-A-12_подбородок_crackling-fire_b.wav,fa2,подбородок,crackling-fire,590,237
fa2-01_1-17808-B-12_подбородок_crackling-fire_a.wav,fa2,подбородок,crackling-fire,590,285
fa2-01_1-17808-B-12_подбородок_crackling-fire_b.wav,fa2,подбородок,crackling-fire,590,280
fa2-01_1-1791-A-26_подбородок_laughing_a.wav,fa2,подбородок,laughing,590,331
fa2-01_1-1791-A-26_подбородок_laughing_b.wav,fa2,подбородок,laughing,590,181
fa2-01_1-17970-A-4_подбородок_frog_a.wav,fa2,подбородок,frog,590,303
fa2-01_1-17970-A-4_подбородок_frog_b.wav,fa2,подбородок,frog,590,51
fa2-01_1-18074-A-6_подбородок_hen_a.wav,fa2,подбородок,hen,590,245
fa2-01_1-18074-A-6_подбородок_hen_b.wav,fa2,подбородок,hen,590,288
fa2-01_1-18074-B-6_подбородок_hen_a.wav,fa2,подбородок,hen,590,198
fa2-01_1-18074-B-6_подбородок_hen_b.wav,fa2,подбородок,hen,590,298
fa2-01_1-181071-A-40_подбородок_helicopter_a.wav,fa2,подбородок,helicopter,590,321
fa2-01_1-181071-A-40_подбородок_helicopter_b.wav,fa2,подбородок,helicopter,590,331
fa2-01_1-181071-B-40_подбородок_helicopter_a.wav,fa2,подбородок,helicopter,590,36
fa2-01_1-181071-B-40_подбородок_helicopter_b.wav,fa2,подбородок,helicopter,590,180
fa2-01_1-18527-A-44_подбородок_engine_a.wav,fa2,подбородок,engine,590,206
fa2-01_1-18527-A-44_подбородок_engine_b.wav,fa2,подбородок,engine,590,199
fa2-01_1-18527-B-44_подбородок_engine_a.wav,fa2,подбородок,engine,590,316
fa2-01_1-18527-B-44_подбородок_engine_b.wav,fa2,подбородок,engine,590,184
fa2-01_1-18631-A-23_подбородок_breathing_a.wav,fa2,подбородок,breathing,590,113
fa2-01_1-18631-A-23_подбородок_breathing_b.wav,fa2,подбородок,breathing,590,305
fa2-01_1-18655-A-31_подбородок_mouse-click_a.wav,fa2,подбородок,mouse-click,590,55
fa2-01_1-18655-A-31_подбородок_mouse-click_b.wav,fa2,подбородок,mouse-click,590,290
fa2-01_1-187207-A-20_подбородок_crying-baby_a.wav,fa2,подбородок,crying-baby,590,17
fa2-01_1-187207-A-20_подбородок_crying-baby_b.wav,fa2,подбородок,crying-baby,590,220
fa2-01_1-18755-A-4_подбородок_frog_a.wav,fa2,подбородок,frog,590,209
fa2-01_1-18755-A-4_подбородок_frog_b.wav,fa2,подбородок,frog,590,346
fa2-01_1-18755-B-4_подбородок_frog_a.wav,fa2,подбородок,frog,590,51
fa2-01_1-18755-B-4_подбородок_frog_b.wav,fa2,подбородок,frog,590,74
fa2-01_1-18757-A-4_подбородок_frog_a.wav,fa2,подбородок,frog,590,217
fa2-01_1-18757-A-4_подбородок_frog_b.wav,fa2,подбородок,frog,590,197
fa2-01_1-18810-A-49_подбородок_hand-saw_a.wav,fa2,подбородок,hand-saw,590,200
fa2-01_1-18810-A-49_подбородок_hand-saw_b.wav,fa2,подбородок,hand-saw,590,241
fa2-01_1-19026-A-43_подбородок_car-horn_a.wav,fa2,подбородок,car-horn,590,3
fa2-01_1-19026-A-43_подбородок_car-horn_b.wav,fa2,подбородок,car-horn,590,110
fa2-01_1-19111-A-24_подбородок_coughing_a.wav,fa2,подбородок,coughing,590,67
fa2-01_1-19111-A-24_подбородок_coughing_b.wav,fa2,подбородок,coughing,590,235
fa2-01_1-19118-A-24_подбородок_coughing_a.wav,fa2,подбородок,coughing,590,210
fa2-01_1-19118-A-24_подбородок_coughing_b.wav,fa2,подбородок,coughing,590,342
fa2-01_1-19501-A-7_подбородок_insects_a.wav,fa2,подбородок,insects,590,226
fa2-01_1-19501-A-7_подбородок_insects_b.wav,fa2,подбородок,insects,590,169
fa2-01_1-196660-A-8_подбородок_sheep_a.wav,fa2,подбородок,sheep,590,334
fa2-01_1-196660-A-8_подбородок_sheep_b.wav,fa2,подбородок,sheep,590,134
fa2-01_1-196660-B-8_подбородок_sheep_a.wav,fa2,подбородок,sheep,590,64
fa2-01_1-196660-B-8_подбородок_sheep_b.wav,fa2,подбородок,sheep,590,160
fa2-01_1-19840-A-36_подбородок_vacuum-cleaner_a.wav,fa2,подбородок,vacuum-cleaner,590,41
fa2-01_1-19840-A-36_подбородок_vacuum-cleaner_b.wav,fa2,подбородок,vacuum-cleaner,590,311
fa2-01_1-19872-A-36_подбородок_vacuum-cleaner_a.wav,fa2,подбородок,vacuum-cleaner,590,247
fa2-01_1-19872-A-36_подбородок_vacuum-cleaner_b.wav,fa2,подбородок,vacuum-cleaner,590,133
fa2-01_1-19872-B-36_подбородок_vacuum-cleaner_a.wav,fa2,подбородок,vacuum-cleaner,590,19
fa2-01_1-19872-B-36_подбородок_vacuum-cleaner_b.wav,fa2,подбородок,vacuum-cleaner,590,36
fa2-01_1-19898-A-41_подбородок_chainsaw_a.wav,fa2,подбородок,chainsaw,590,347
fa2-01_1-19898-A-41_подбородок_chainsaw_b.wav,fa2,подбородок,chainsaw,590,100
fa2-01_1-19898-B-41_подбородок_chainsaw_a.wav,fa2,подбородок,chainsaw,590,75
fa2-01_1-19898-B-41_подбородок_chainsaw_b.wav,fa2,подбородок,chainsaw,590,4
fa2-01_1-19898-C-41_подбородок_chainsaw_a.wav,fa2,подбородок,chainsaw,590,272
fa2-01_1-19898-C-41_подбородок_chainsaw_b.wav,fa2,подбородок,chainsaw,590,165
fa2-01_1-20133-A-39_подбородок_glass-breaking_a.wav,fa2,подбородок,glass-breaking,590,194
fa2-01_1-20133-A-39_подбородок_glass-breaking_b.wav,fa2,подбородок,glass-breaking,590,11
fa2-01_1-202111-A-3_подбородок_cow_a.wav,fa2,подбородок,cow,590,157
fa2-01_1-202111-A-3_подбородок_cow_b.wav,fa2,подбородок,cow,590,315
fa2-01_1-20545-A-28_подбородок_snoring_a.wav,fa2,подбородок,snoring,590,68
fa2-01_1-20545-A-28_подбородок_snoring_b.wav,fa2,подбородок,snoring,590,162
fa2-01_1-20736-A-18_подбородок_toilet-flush_a.wav,fa2,подбородок,toilet-flush,590,17
fa2-01_1-20736-A-18_подбородок_toilet-flush_b.wav,fa2,подбородок,toilet-flush,590,305
fa2-01_1-208757-A-2_подбородок_pig_a.wav,fa2,подбородок,pig,590,193
fa2-01_1-208757-A-2_подбородок_pig_b.wav,fa2,подбородок,pig,590,192
fa2-01_1-208757-B-2_подбородок_pig_a.wav,fa2,подбородок,pig,590,87
fa2-01_1-208757-B-2_подбородок_pig_b.wav,fa2,подбородок,pig,590,92
fa2-01_1-208757-C-2_подбородок_pig_a.wav,fa2,подбородок,pig,590,130
fa2-01_1-208757-C-2_подбородок_pig_b.wav,fa2,подбородок,pig,590,212
fa2-01_1-208757-D-2_подбородок_pig_a.wav,fa2,подбородок,pig,590,113
fa2-01_1-208757-D-2_подбородок_pig_b.wav,fa2,подбородок,pig,590,223
fa2-01_1-208757-E-2_подбородок_pig_a.wav,fa2,подбородок,pig,590,170
fa2-01_1-208757-E-2_подбородок_pig_b.wav,fa2,подбородок,pig,590,234
fa2-01_1-211527-A-20_подбородок_crying-baby_a.wav,fa2,подбородок,crying-baby,590,120
fa2-01_1-211527-A-20_подбородок_crying-baby_b.wav,fa2,подбородок,crying-baby,590,181
fa2-01_1-211527-B-20_подбородок_crying-baby_a.wav,fa2,подбородок,crying-baby,590,87
fa2-01_1-211527-B-20_подбородок_crying-baby_b.wav,fa2,подбородок,crying-baby,590,95
fa2-01_1-211527-C-20_подбородок_crying-baby_a.wav,fa2,подбородок,crying-baby,590,92
fa2-01_1-211527-C-20_подбородок_crying-baby_b.wav,fa2,подбородок,crying-baby,590,123
fa2-01_1-21189-A-10_подбородок_rain_a.wav,fa2,подбородок,rain,590,102
fa2-01_1-21189-A-10_подбородок_rain_b.wav,fa2,подбородок,rain,590,130
fa2-01_1-21421-A-46_подбородок_church-bells_a.wav,fa2,подбородок,church-bells,590,237
fa2-01_1-21421-A-46_подбородок_church-bells_b.wav,fa2,подбородок,church-bells,590,173
fa2-01_1-21896-A-35_подбородок_washing-machine_a.wav,fa2,подбородок,washing-machine,590,250
fa2-01_1-21896-A-35_подбородок_washing-machine_b.wav,fa2,подбородок,washing-machine,590,116
fa2-01_1-21934-A-38_подбородок_clock-tick_a.wav,fa2,подбородок,clock-tick,590,294
fa2-01_1-21934-A-38_подбородок_clock-tick_b.wav,fa2,подбородок,clock-tick,590,134
fa2-01_1-21935-A-38_подбородок_clock-tick_a.wav,fa2,подбородок,clock-tick,590,125
fa2-01_1-21935-A-38_подбородок_clock-tick_b.wav,fa2,подбородок,clock-tick,590,349
fa2-01_1-223162-A-25_подбородок_footsteps_a.wav,fa2,подбородок,footsteps,590,24
fa2-01_1-223162-A-25_подбородок_footsteps_b.wav,fa2,подбородок,footsteps,590,204
fa2-01_1-22694-A-20_подбородок_crying-baby_a.wav,fa2,подбородок,crying-baby,590,69
fa2-01_1-22694-A-20_подбородок_crying-baby_b.wav,fa2,подбородок,crying-baby,590,93
fa2-01_1-22694-B-20_подбородок_crying-baby_a.wav,fa2,подбородок,crying-baby,590,246
fa2-01_1-22694-B-20_подбородок_crying-baby_b.wav,fa2,подбородок,crying-baby,590,257
fa2-01_1-22804-A-46_подбородок_church-bells_a.wav,fa2,подбородок,church-bells,590,1
fa2-01_1-22804-A-46_подбородок_church-bells_b.wav,fa2,подбородок,church-bells,590,117
fa2-01_1-22882-A-44_подбородок_engine_a.wav,fa2,подбородок,engine,590,58
fa2-01_1-22882-A-44_подбородок_engine_b.wav,fa2,подбородок,engine,590,339
fa2-01_1-23094-A-15_подбородок_water-drops_a.wav,fa2,подбородок,water-drops,590,166
fa2-01_1-23094-A-15_подбородок_water-drops_b.wav,fa2,подбородок,water-drops,590,224
fa2-01_1-23094-B-15_подбородок_water-drops_a.wav,fa2,подбородок,water-drops,590,24
fa2-01_1-23094-B-15_подбородок_water-drops_b.wav,fa2,подбородок,water-drops,590,274
fa2-01_1-23222-A-19_подбородок_thunderstorm_a.wav,fa2,подбородок,thunderstorm,590,93
fa2-01_1-23222-A-19_подбородок_thunderstorm_b.wav,fa2,подбородок,thunderstorm,590,129
fa2-01_1-23222-B-19_подбородок_thunderstorm_a.wav,fa2,подбородок,thunderstorm,590,12
fa2-01_1-23222-B-19_подбородок_thunderstorm_b.wav,fa2,подбородок,thunderstorm,590,118
fa2-01_1-23706-A-49_подбородок_hand-saw_a.wav,fa2,подбородок,hand-saw,590,30
fa2-01_1-23706-A-49_подбородок_hand-saw_b.wav,fa2,подбородок,hand-saw,590,350
fa2-01_1-23996-A-35_подбородок_washing-machine_a.wav,fa2,подбородок,washing-machine,590,189
fa2-01_1-23996-A-35_подбородок_washing-machine_b.wav,fa2,подбородок,washing-machine,590,17
fa2-01_1-23996-B-35_подбородок_washing-machine_a.wav,fa2,подбородок,washing-machine,590,307
fa2-01_1-23996-B-35_подбородок_washing-machine_b.wav,fa2,подбородок,washing-machine,590,294
fa2-01_1-24074-A-43_подбородок_car-horn_a.wav,fa2,подбородок,car-horn,590,88
fa2-01_1-24074-A-43_подбородок_car-horn_b.wav,fa2,подбородок,car-horn,590,221
fa2-01_1-24076-A-43_подбородок_car-horn_a.wav,fa2,подбородок,car-horn,590,291
fa2-01_1-24076-A-43_подбородок_car-horn_b.wav,fa2,подбородок,car-horn,590,118
fa2-01_1-24524-A-19_подбородок_thunderstorm_a.wav,fa2,подбородок,thunderstorm,590,274
fa2-01_1-24524-A-19_подбородок_thunderstorm_b.wav,fa2,подбородок,thunderstorm,590,1
fa2-01_1-24524-B-19_подбородок_thunderstorm_a.wav,fa2,подбородок,thunderstorm,590,112
fa2-01_1-24524-B-19_подбородок_thunderstorm_b.wav,fa2,подбородок,thunderstorm,590,226
fa2-01_1-24524-C-19_подбородок_thunderstorm_a.wav,fa2,подбородок,thunderstorm,590,44
fa2-01_1-24524-C-19_подбородок_thunderstorm_b.wav,fa2,подбородок,thunderstorm,590,145
fa2-01_1-24796-A-47_подбородок_airplane_a.wav,fa2,подбородок,airplane,590,50
fa2-01_1-24796-A-47_подбородок_airplane_b.wav,fa2,подбородок,airplane,590,81
fa2-01_1-254507-A-43_подбородок_car-horn_a.wav,fa2,подбородок,car-horn,590,125
fa2-01_1-254507-A-43_подбородок_car-horn_b.wav,fa2,подбородок,car-horn,590,179
fa2-01_1-25777-A-48_подбородок_fireworks_a.wav,fa2,подбородок,fireworks,590,267
fa2-01_1-25777-A-48_подбородок_fireworks_b.wav,fa2,подбородок,fireworks,590,31
fa2-01_1-25781-A-48_подбородок_fireworks_a.wav,fa2,подбородок,fireworks,590,60
fa2-01_1-25781-A-48_подбородок_fireworks_b.wav,fa2,подбородок,fireworks,590,273
fa2-01_1-260640-A-2_подбородок_pig_a.wav,fa2,подбородок,pig,590,326
fa2-01_1-260640-A-2_подбородок_pig_b.wav,fa2,подбородок,pig,590,97
fa2-01_1-260640-B-2_подбородок_pig_a.wav,fa2,подбородок,pig,590,292
fa2-01_1-260640-B-2_подбородок_pig_b.wav,fa2,подбородок,pig,590,225
fa2-01_1-260640-C-2_подбородок_pig_a.wav,fa2,подбородок,pig,590,316
fa2-01_1-260640-C-2_подбородок_pig_b.wav,fa2,подбородок,pig,590,9
fa2-01_1-26143-A-21_подбородок_sneezing_a.wav,fa2,подбородок,sneezing,590,346
fa2-01_1-26143-A-21_подбородок_sneezing_b.wav,fa2,подбородок,sneezing,590,123
fa2-01_1-26176-A-43_подбородок_car-horn_a.wav,fa2,подбородок,car-horn,590,36
fa2-01_1-26176-A-43_подбородок_car-horn_b.wav,fa2,подбородок,car-horn,590,325
fa2-01_1-26177-A-43_подбородок_car-horn_a.wav,fa2,подбородок,car-horn,590,317
fa2-01_1-26177-A-43_подбородок_car-horn_b.wav,fa2,подбородок,car-horn,590,140
fa2-01_1-26188-A-30_подбородок_door-wood-knock_a.wav,fa2,подбородок,door-wood-knock,590,50
fa2-01_1-26188-A-30_подбородок_door-wood-knock_b.wav,fa2,подбородок,door-wood-knock,590,18
fa2-01_1-26222-A-10_подбородок_rain_a.wav,fa2,подбородок,rain,590,135
fa2-01_1-26222-A-10_подбородок_rain_b.wav,fa2,подбородок,rain,590,192
fa2-01_1-26806-A-1_подбородок_rooster_a.wav,fa2,подбородок,rooster,590,299
fa2-01_1-26806-A-1_подбородок_rooster_b.wav,fa2,подбородок,rooster,590,169
fa2-01_1-27165-A-35_подбородок_washing-machine_a.wav,fa2,подбородок,washing-machine,590,86
fa2-01_1-27165-A-35_подбородок_washing-machine_b.wav,fa2,подбородок,washing-machine,590,138
fa2-01_1-27166-A-35_подбородок_washing-machine_a.wav,fa2,подбородок,washing-machine,590,200
fa2-01_1-27166-A-35_подбородок_washing-machine_b.wav,fa2,подбородок,washing-machine,590,66
