filename,word,duration (milliseconds)
fa2-378_почка.wav,почка,400
fa2-379_диван.wav,диван,420
fa2-380_духи.wav,духи,538
fa2-381_пуговица.wav,пуговица,570
fa2-382_часы.wav,часы,460
fa2-383_банан.wav,банан,440
fa2-384_абрикос.wav,абрикос,570
fa2-385_гусь.wav,гусь,480
fa2-386_салфетки.wav,салфетки,630
fa2-387_шланг.wav,шланг,400
fa2-388_доспехи.wav,доспехи,600
fa2-389_одуванчик.wav,одуванчик,670
fa2-390_гном.wav,гном,390
fa2-391_козел.wav,козел,400
fa2-392_клетка.wav,клетка,460
fa2-393_копье.wav,копье,440
fa2-394_бабочка.wav,бабочка,550
fa2-395_кубики.wav,кубики,430
fa2-396_страус.wav,страус,668
fa2-397_ладонь.wav,ладонь,400
fa2-398_камин.wav,камин,400
fa2-399_жилетка.wav,жилетка,580
fa2-400_кактус.wav,кактус,450
fa2-401_спичка.wav,спичка,520
fa2-402_жук.wav,жук,300
fa2-403_лимон.wav,лимон,420
fa2-404_лампа.wav,лампа,430
fa2-405_дуршлаг.wav,дуршлаг,560
fa2-406_выключатель.wav,выключатель,820
fa2-407_папка.wav,папка,360
fa2-408_грибы.wav,грибы,460
fa2-409_кукла.wav,кукла,380
fa2-410_ракетка.wav,ракетка,580
fa2-411_фотоаппарат.wav,фотоаппарат,770
fa2-412_воротничок.wav,воротничок,660
fa2-413_клавиатура.wav,клавиатура,650
fa2-414_словарь.wav,словарь,490
fa2-415_черепаха.wav,черепаха,610
fa2-416_пират.wav,пират,320
fa2-417_киви.wav,киви,320
fa2-418_перо.wav,перо,330
fa2-419_стрела.wav,стрела,550
fa2-420_кость.wav,кость,450
fa2-421_круг.wav,круг,430
fa2-422_дерево.wav,дерево,490
fa2-423_дятел.wav,дятел,450
fa2-424_пицца.wav,пицца,500
fa2-425_паутина.wav,паутина,540
fa2-426_крестик.wav,крестик,550
fa2-427_блюдце.wav,блюдце,600
fa2-428_ноутбук.wav,ноутбук,510
fa2-429_сигарета.wav,сигарета,650
fa2-430_лампочка.wav,лампочка,580
fa2-431_персик.wav,персик,420
fa2-432_казино.wav,казино,520
fa2-433_крюк.wav,крюк,360
fa2-434_стадион.wav,стадион,590
fa2-435_груша.wav,груша,490
fa2-436_свисток.wav,свисток,560
fa2-437_крышка.wav,крышка,460
fa2-438_карета.wav,карета,470
fa2-439_кувшин.wav,кувшин,450
fa2-440_удочка.wav,удочка,460
fa2-441_таблетка.wav,таблетка,530
fa2-442_топор.wav,топор,450
fa2-443_домино.wav,домино,510
fa2-444_скворечник.wav,скворечник,680
fa2-445_нора.wav,нора,430
fa2-446_робот.wav,робот,440
fa2-447_намордник.wav,намордник,570
fa2-448_мотоцикл.wav,мотоцикл,590
fa2-449_повар.wav,повар,320
fa2-450_лиса.wav,лиса,460
fa2-451_глобус.wav,глобус,470
fa2-452_бобр.wav,бобр,430
fa2-453_метла.wav,метла,440
fa2-454_дворник.wav,дворник,510
fa2-455_ковер.wav,ковер,600
fa2-456_ремень.wav,ремень,470
fa2-457_пакет.wav,пакет,440
fa2-458_пилот.wav,пилот,400
fa2-459_отвертка.wav,отвертка,770
fa2-460_коньки.wav,коньки,480
fa2-461_маяк.wav,маяк,590
fa2-462_кран.wav,кран,420
fa2-463_павлин.wav,павлин,420
fa2-464_гвоздь.wav,гвоздь,540
fa2-465_виноград.wav,виноград,650
fa2-466_скалка.wav,скалка,550
fa2-467_шорты.wav,шорты,707
fa2-468_роза.wav,роза,540
fa2-469_туалет.wav,туалет,490
fa2-470_электричка.wav,электричка,1100
fa2-471_книга.wav,книга,452
fa2-472_парфюм.wav,парфюм,440
fa2-473_буратино.wav,буратино,570
fa2-474_пальма.wav,пальма,470
fa2-476_морковь.wav,морковь,500
fa2-477_газета.wav,газета,520
fa2-478_единорог.wav,единорог,730
fa2-479_коготь.wav,коготь,420
fa2-480_морж.wav,морж,420
fa2-481_грудь.wav,грудь,420
fa2-482_живот.wav,живот,510
fa2-484_озеро.wav,озеро,440
fa2-485_окошко.wav,окошко,500
fa2-486_флешка.wav,флешка,460
fa2-487_корсет.wav,корсет,480
fa2-488_подушка.wav,подушка,510
fa2-489_крыло.wav,крыло,410
fa2-490_свинья.wav,свинья,570
fa2-491_ножницы.wav,ножницы,580
fa2-492_шея.wav,шея,460
fa2-493_банка.wav,банка,520
fa2-494_тельняшка.wav,тельняшка,650
fa2-495_балалайка.wav,балалайка,730
fa2-496_арбуз.wav,арбуз,590
fa2-497_колесо.wav,колесо,500
fa2-498_снеговик.wav,снеговик,560
fa2-499_цилиндр.wav,цилиндр,520
fa2-500_коробка.wav,коробка,480
fa2-501_сирень.wav,сирень,470
fa2-502_арка.wav,арка,370
fa2-503_собака.wav,собака,550
fa2-504_крокодил.wav,крокодил,580
fa2-505_браслет.wav,браслет,550
fa2-506_халат.wav,халат,430
fa2-507_гитара.wav,гитара,520
fa2-508_календарь.wav,календарь,500
fa2-509_ковш.wav,ковш,370
fa2-510_ботинки.wav,ботинки,590
fa2-511_подарок.wav,подарок,430
fa2-512_тарелка.wav,тарелка,520
fa2-513_цветок.wav,цветок,490
fa2-514_дракон.wav,дракон,653
fa2-515_скейтборд.wav,скейтборд,647
fa2-516_кухня.wav,кухня,390
fa2-517_ежик.wav,ежик,460
fa2-518_стул.wav,стул,390
fa2-519_табуретка.wav,табуретка,610
fa2-520_ваза.wav,ваза,515
fa2-521_антенна.wav,антенна,680
fa2-522_флаг.wav,флаг,310
fa2-523_вешалка.wav,вешалка,560
fa2-524_гусеница.wav,гусеница,810
fa2-525_зебра.wav,зебра,750
fa2-526_утюг.wav,утюг,470
fa2-527_унитаз.wav,унитаз,560
fa2-528_вампир.wav,вампир,480
fa2-529_тазик.wav,тазик,400
fa2-530_сани.wav,сани,550
fa2-531_шлем.wav,шлем,550
fa2-532_телевизор.wav,телевизор,530
fa2-533_бант.wav,бант,420
fa2-534_солонка.wav,солонка,700
fa2-535_качели.wav,качели,690
fa2-536_портфель.wav,портфель,470
fa2-537_костюм.wav,костюм,490
fa2-538_воротник.wav,воротник,730
fa2-539_открытка.wav,открытка,630
fa3-01_подбородок.wav,подбородок,690
fa3-02_картина.wav,картина,750
fa3-03_касса.wav,касса,530
fa3-04_корыто.wav,корыто,580
fa3-05_печь.wav,печь,560
fa3-06_дождь.wav,дождь,460
fa3-07_ведро.wav,ведро,540
fa3-08_фонарь.wav,фонарь,460
fa3-09_лодка.wav,лодка,490
fa3-10_мозг.wav,мозг,430
fa3-11_люстра.wav,люстра,600
fa3-12_арфа.wav,арфа,580
fa3-13_поезд.wav,поезд,540
fa3-14_шлагбаум.wav,шлагбаум,660
fa3-15_ведьма.wav,ведьма,500
fa3-16_шар.wav,шар,360
fa3-17_медсестра.wav,медсестра,630
fa3-18_рыцарь.wav,рыцарь,530
fa3-19_иероглиф.wav,иероглиф,570
fa3-20_линейка.wav,линейка,680
fa3-21_гроб.wav,гроб,300
fa3-22_электрочайник.wav,электрочайник,1040
fa3-23_сундук.wav,сундук,510
fa3-24_кружка.wav,кружка,510
fa3-25_кобура.wav,кобура,400
fa3-26_глаз.wav,глаз,440
fa3-27_ракета.wav,ракета,540
fa3-28_пейзаж.wav,пейзаж,470
fa3-29_щека.wav,щека,440
fa3-30_носок.wav,носок,650
fa3-31_лестница.wav,лестница,711
fa3-32_дельфин.wav,дельфин,628
fa3-33_верблюд.wav,верблюд,490
fa3-34_бабушка.wav,бабушка,660
fa3-35_вертолет.wav,вертолет,600
fa3-36_бобер.wav,бобер,440
fa3-37_бита.wav,бита,420
fa3-38_телега.wav,телега,500
fa3-39_колокол.wav,колокол,490
fa3-40_щетка.wav,щетка,500
fa3-41_лес.wav,лес,390
fa3-42_холодильник.wav,холодильник,660
fa3-43_крыша.wav,крыша,430
fa3-44_троллейбус.wav,троллейбус,690
fa3-45_коттедж.wav,коттедж,620
fa3-46_плот.wav,плот,344
fa3-47_гайка.wav,гайка,460
fa3-48_замок.wav,замок,460
fa3-49_гора.wav,гора,540
fa3-50_шишка.wav,шишка,560
fa3-51_сумка.wav,сумка,550
fa3-52_сова.wav,сова,440
fa3-53_лук.wav,лук,360
fa3-54_клюв.wav,клюв,394
fa3-55_полотенце.wav,полотенце,780
fa3-56_фен.wav,фен,270
fa3-57_сок.wav,сок,370
fa3-58_коридор.wav,коридор,460
fa3-59_авиабилет.wav,авиабилет,780
fa3-60_огурец.wav,огурец,570
fa3-61_цепь.wav,цепь,250
fa3-62_чашка.wav,чашка,500
fa3-63_рюкзак.wav,рюкзак,570
fa3-64_змея.wav,змея,590
fa3-65_бутерброд.wav,бутерброд,760
fa3-67_галстук.wav,галстук,600
fa3-68_салфетка.wav,салфетка,681
fa3-69_юбка.wav,юбка,530
fa3-70_олень.wav,олень,550
fa3-71_ручка.wav,ручка,610
fa3-72_якорь.wav,якорь,460
fa3-73_сапог.wav,сапог,504
fa3-74_шашки.wav,шашки,483
fa3-75_парашют.wav,парашют,600
fa3-76_трубка.wav,трубка,490
fa3-77_таз.wav,таз,320
fa3-78_нос.wav,нос,360
fa3-79_маска.wav,маска,489
fa3-81_хлеб.wav,хлеб,200
fa3-82_черепица.wav,черепица,770
fa3-83_подтяжки.wav,подтяжки,600
fa3-84_миксер.wav,миксер,490
fa3-85_ружье.wav,ружье,510
fa3-86_скелет.wav,скелет,721
fa3-87_бокал.wav,бокал,670
fa3-88_колено.wav,колено,610
fa3-89_бубен.wav,бубен,680
fa3-90_сачок.wav,сачок,480
fa3-91_дорога.wav,дорога,810
fa3-92_велосипед.wav,велосипед,680
fa3-93_куб.wav,куб,367
fa3-94_крыса.wav,крыса,510
fa3-95_тюрьма.wav,тюрьма,430
fa3-96_паук.wav,паук,420
fa3-97_утка.wav,утка,490
fa3-98_птица.wav,птица,660
fa3-99_чертеж.wav,чертеж,710
fa3-100_трамвай.wav,трамвай,610
fa3-101_жук-носорог.wav,жук-носорог,900
fa3-102_бассейн.wav,бассейн,540
fa3-103_барабан.wav,барабан,580
fa3-104_официантка.wav,официантка,790
fa3-105_медведь.wav,медведь,490
fa3-106_колокольчик.wav,колокольчик,722
fa3-107_балкон.wav,балкон,640
fa3-108_розы.wav,розы,500
fa3-109_зажигалка.wav,зажигалка,780
fa3-110_водопад.wav,водопад,610
fa3-111_башня.wav,башня,500
fa3-112_пила.wav,пила,380
fa3-113_жираф.wav,жираф,530
fa3-114_пингвин.wav,пингвин,610
fa3-115_филин.wav,филин,400
fa3-116_шуба.wav,шуба,510
fa3-117_терка.wav,терка,460
fa3-118_прищепка.wav,прищепка,660
fa3-119_телескоп.wav,телескоп,510
fa3-120_душ.wav,душ,410
fa3-121_свеча.wav,свеча,590
fa3-122_корона.wav,корона,540
fa3-123_мышь.wav,мышь,590
fa3-124_мольберт.wav,мольберт,740
fa3-125_кастрюля.wav,кастрюля,820
fa3-126_белка.wav,белка,430
fa3-127_букет.wav,букет,550
fa3-128_кощей.wav,кощей,600
fa3-129_девочка.wav,девочка,560
fa3-130_пещера.wav,пещера,620
fa3-131_микроскоп.wav,микроскоп,550
fa3-132_фонтан.wav,фонтан,580
fa3-133_квадрат.wav,квадрат,630
fa3-134_сейф.wav,сейф,450
fa3-135_боксер.wav,боксер,600
fa3-136_швабра.wav,швабра,630
fa3-137_гиря.wav,гиря,620
fa3-138_жалюзи.wav,жалюзи,700
fa3-139_космонавт.wav,космонавт,740
fa3-140_крот.wav,крот,500
fa3-141_голубь.wav,голубь,420
fa3-142_плеер.wav,плеер,410
fa3-143_ухо.wav,ухо,500
fa3-144_ящерица.wav,ящерица,760
fa3-145_яма.wav,яма,570
fa3-146_корзина.wav,корзина,780
fa3-147_пирамида.wav,пирамида,620
fa3-148_расческа.wav,расческа,630
fa3-149_ветка.wav,ветка,583
fa3-150_форточка.wav,форточка,610
fa3-151_икона.wav,икона,519
fa3-152_костыль.wav,костыль,500
fa3-153_река.wav,река,490
fa3-154_шкатулка.wav,шкатулка,790
fa3-155_жаба.wav,жаба,500
fa3-156_тостер.wav,тостер,400
fa3-157_самовар.wav,самовар,540
fa3-158_аквариум.wav,аквариум,740
fa3-159_конверт.wav,конверт,570
fa3-160_комод.wav,комод,480
fa3-161_кровать.wav,кровать,550
fa3-162_шарф.wav,шарф,460
fa3-163_муравей.wav,муравей,590
fa3-164_бык.wav,бык,210
fa3-165_череп.wav,череп,470
fa3-166_катушка.wav,катушка,620
fa3-167_лось.wav,лось,380
fa3-168_трон.wav,трон,420
fa3-169_жилет.wav,жилет,790
fa3-170_прямоугольник.wav,прямоугольник,890
fa3-171_зонт.wav,зонт,470
fa3-172_решетка.wav,решетка,770
fa3-173_рубашка.wav,рубашка,720
fa3-174_шкаф.wav,шкаф,710
fa3-175_пиво.wav,пиво,510
fa3-176_лебедь.wav,лебедь,760
fa3-177_конфета.wav,конфета,683
fa3-178_весло.wav,весло,710
fa3-179_усы.wav,усы,510
fa3-180_шприц.wav,шприц,720
fa3-181_сердце.wav,сердце,700
fa3-182_рукав.wav,рукав,420
fa3-183_мешок.wav,мешок,410
fa3-184_пружина.wav,пружина,720
fa3-185_колодец.wav,колодец,610
fa3-186_молоток.wav,молоток,680
fa3-187_наушники.wav,наушники,830
fa3-188_нота.wav,нота,400
fa3-189_тюлень.wav,тюлень,750
fa3-190_термос.wav,термос,600
fa3-191_крючок.wav,крючок,660
fa3-192_петух.wav,петух,430
fa3-193_перекресток.wav,перекресток,720
fa3-194_платье.wav,платье,730
fa3-195_перчатка.wav,перчатка,700
fa3-196_тюльпан.wav,тюльпан,569
fa3-197_вилка.wav,вилка,390
fa3-198_корзинка.wav,корзинка,640
